fips,county,year,age,pop_female,pop_male,pop_total
6001,ALAMEDA,2017,0,9343,10293,19636
6001,ALAMEDA,2017,1,9388,10080,19468
6001,ALAMEDA,2017,2,9434,10004,19438
6001,ALAMEDA,2017,3,9664,9862,19526
6001,ALAMEDA,2017,4,9496,9993,19489
6001,ALAMEDA,2017,5,9249,9766,19015
6001,ALAMEDA,2017,6,9322,9842,19164
6001,ALAMEDA,2017,7,9443,9697,19140
6001,ALAMEDA,2017,8,9311,9842,19153
6001,ALAMEDA,2017,9,9610,10207,19817
6001,ALAMEDA,2017,10,9678,10319,19997
6001,ALAMEDA,2017,11,9334,10082,19416
6001,ALAMEDA,2017,12,9358,9930,19288
6001,ALAMEDA,2017,13,9605,9712,19317
6001,ALAMEDA,2017,14,9224,9539,18763
6001,ALAMEDA,2017,15,9168,9519,18687
6001,ALAMEDA,2017,16,9139,9563,18702
6001,ALAMEDA,2017,17,9190,9667,18857
6001,ALAMEDA,2017,18,12106,12804,24910
6001,ALAMEDA,2017,19,12191,12374,24565
6001,ALAMEDA,2017,20,12077,12434,24511
6001,ALAMEDA,2017,21,12268,12623,24891
6001,ALAMEDA,2017,22,11511,12447,23958
6001,ALAMEDA,2017,23,11719,12413,24132
6001,ALAMEDA,2017,24,12049,12697,24746
6001,ALAMEDA,2017,25,11699,11845,23544
6001,ALAMEDA,2017,26,11241,11085,22326
6001,ALAMEDA,2017,27,11839,11765,23604
6001,ALAMEDA,2017,28,11814,11789,23603
6001,ALAMEDA,2017,29,11897,11737,23634
6001,ALAMEDA,2017,30,12011,11913,23924
6001,ALAMEDA,2017,31,11763,11715,23478
6001,ALAMEDA,2017,32,12844,12432,25276
6001,ALAMEDA,2017,33,13036,12618,25654
6001,ALAMEDA,2017,34,12982,12733,25715
6001,ALAMEDA,2017,35,13107,12520,25627
6001,ALAMEDA,2017,36,12195,12036,24231
6001,ALAMEDA,2017,37,12639,12472,25111
6001,ALAMEDA,2017,38,11646,11111,22757
6001,ALAMEDA,2017,39,11610,11262,22872
6001,ALAMEDA,2017,40,11620,10868,22488
6001,ALAMEDA,2017,41,11342,11054,22396
6001,ALAMEDA,2017,42,11897,11718,23615
6001,ALAMEDA,2017,43,11459,11172,22631
6001,ALAMEDA,2017,44,11469,11182,22651
6001,ALAMEDA,2017,45,11608,11279,22887
6001,ALAMEDA,2017,46,11823,11687,23510
6001,ALAMEDA,2017,47,12458,12459,24917
6001,ALAMEDA,2017,48,11509,11488,22997
6001,ALAMEDA,2017,49,10803,10744,21547
6001,ALAMEDA,2017,50,10555,10567,21122
6001,ALAMEDA,2017,51,10703,10539,21242
6001,ALAMEDA,2017,52,11456,11193,22649
6001,ALAMEDA,2017,53,11513,10969,22482
6001,ALAMEDA,2017,54,11295,11096,22391
6001,ALAMEDA,2017,55,11192,10761,21953
6001,ALAMEDA,2017,56,11173,10502,21675
6001,ALAMEDA,2017,57,11224,11050,22274
6001,ALAMEDA,2017,58,10838,10312,21150
6001,ALAMEDA,2017,59,10737,10235,20972
6001,ALAMEDA,2017,60,10447,9903,20350
6001,ALAMEDA,2017,61,10164,9412,19576
6001,ALAMEDA,2017,62,10368,9525,19893
6001,ALAMEDA,2017,63,9638,8950,18588
6001,ALAMEDA,2017,64,9448,8369,17817
6001,ALAMEDA,2017,65,9147,8212,17359
6001,ALAMEDA,2017,66,8704,7320,16024
6001,ALAMEDA,2017,67,8746,7796,16542
6001,ALAMEDA,2017,68,8234,7264,15498
6001,ALAMEDA,2017,69,7981,6970,14951
6001,ALAMEDA,2017,70,7918,6810,14728
6001,ALAMEDA,2017,71,6426,5491,11917
6001,ALAMEDA,2017,72,6151,5251,11402
6001,ALAMEDA,2017,73,5517,4759,10276
6001,ALAMEDA,2017,74,5287,4433,9720
6001,ALAMEDA,2017,75,4975,3968,8943
6001,ALAMEDA,2017,76,4398,3524,7922
6001,ALAMEDA,2017,77,4363,3414,7777
6001,ALAMEDA,2017,78,3833,3026,6859
6001,ALAMEDA,2017,79,3680,2833,6513
6001,ALAMEDA,2017,80,3454,2497,5951
6001,ALAMEDA,2017,81,3270,2405,5675
6001,ALAMEDA,2017,82,3057,2137,5194
6001,ALAMEDA,2017,83,2731,1883,4614
6001,ALAMEDA,2017,84,2623,1828,4451
6001,ALAMEDA,2017,85,2606,1692,4298
6001,ALAMEDA,2017,86,2528,1499,4027
6001,ALAMEDA,2017,87,2322,1308,3630
6001,ALAMEDA,2017,88,2014,1125,3139
6001,ALAMEDA,2017,89,1822,984,2806
6001,ALAMEDA,2017,90,1771,973,2744
6001,ALAMEDA,2017,91,1583,742,2325
6001,ALAMEDA,2017,92,1143,556,1699
6001,ALAMEDA,2017,93,941,378,1319
6001,ALAMEDA,2017,94,719,339,1058
6001,ALAMEDA,2017,95,654,238,892
6001,ALAMEDA,2017,96,436,164,600
6001,ALAMEDA,2017,97,349,124,473
6001,ALAMEDA,2017,98,211,61,272
6001,ALAMEDA,2017,99,152,44,196
6001,ALAMEDA,2017,100,201,42,243
6001,ALAMEDA,2018,0,9327,10095,19422
6001,ALAMEDA,2018,1,9306,10258,19564
6001,ALAMEDA,2018,2,9388,10086,19474
6001,ALAMEDA,2018,3,9434,9998,19432
6001,ALAMEDA,2018,4,9665,9868,19533
6001,ALAMEDA,2018,5,9489,9976,19465
6001,ALAMEDA,2018,6,9243,9765,19008
6001,ALAMEDA,2018,7,9335,9838,19173
6001,ALAMEDA,2018,8,9428,9698,19126
6001,ALAMEDA,2018,9,9309,9832,19141
6001,ALAMEDA,2018,10,9606,10225,19831
6001,ALAMEDA,2018,11,9685,10305,19990
6001,ALAMEDA,2018,12,9326,10079,19405
6001,ALAMEDA,2018,13,9360,9945,19305
6001,ALAMEDA,2018,14,9604,9700,19304
6001,ALAMEDA,2018,15,9251,9548,18799
6001,ALAMEDA,2018,16,9161,9536,18697
6001,ALAMEDA,2018,17,9389,9787,19176
6001,ALAMEDA,2018,18,12382,12811,25193
6001,ALAMEDA,2018,19,11930,12638,24568
6001,ALAMEDA,2018,20,11917,12377,24294
6001,ALAMEDA,2018,21,12044,12390,24434
6001,ALAMEDA,2018,22,12390,12755,25145
6001,ALAMEDA,2018,23,11769,12498,24267
6001,ALAMEDA,2018,24,11906,12641,24547
6001,ALAMEDA,2018,25,11704,12325,24029
6001,ALAMEDA,2018,26,11496,11414,22910
6001,ALAMEDA,2018,27,11800,11619,23419
6001,ALAMEDA,2018,28,11997,11976,23973
6001,ALAMEDA,2018,29,12119,11988,24107
6001,ALAMEDA,2018,30,12283,12159,24442
6001,ALAMEDA,2018,31,11991,11923,23914
6001,ALAMEDA,2018,32,11780,11646,23426
6001,ALAMEDA,2018,33,12869,12452,25321
6001,ALAMEDA,2018,34,13156,12730,25886
6001,ALAMEDA,2018,35,12997,12738,25735
6001,ALAMEDA,2018,36,12790,12246,25036
6001,ALAMEDA,2018,37,12234,12073,24307
6001,ALAMEDA,2018,38,12683,12530,25213
6001,ALAMEDA,2018,39,11681,11173,22854
6001,ALAMEDA,2018,40,11690,11304,22994
6001,ALAMEDA,2018,41,11595,10798,22393
6001,ALAMEDA,2018,42,11307,11077,22384
6001,ALAMEDA,2018,43,11872,11655,23527
6001,ALAMEDA,2018,44,11454,11134,22588
6001,ALAMEDA,2018,45,11506,11223,22729
6001,ALAMEDA,2018,46,11549,11274,22823
6001,ALAMEDA,2018,47,11793,11647,23440
6001,ALAMEDA,2018,48,12452,12440,24892
6001,ALAMEDA,2018,49,11488,11468,22956
6001,ALAMEDA,2018,50,10804,10778,21582
6001,ALAMEDA,2018,51,10481,10455,20936
6001,ALAMEDA,2018,52,10709,10500,21209
6001,ALAMEDA,2018,53,11393,11108,22501
6001,ALAMEDA,2018,54,11475,10903,22378
6001,ALAMEDA,2018,55,11237,11054,22291
6001,ALAMEDA,2018,56,11132,10647,21779
6001,ALAMEDA,2018,57,11097,10389,21486
6001,ALAMEDA,2018,58,11157,10957,22114
6001,ALAMEDA,2018,59,10771,10214,20985
6001,ALAMEDA,2018,60,10665,10173,20838
6001,ALAMEDA,2018,61,10365,9749,20114
6001,ALAMEDA,2018,62,10101,9294,19395
6001,ALAMEDA,2018,63,10265,9413,19678
6001,ALAMEDA,2018,64,9589,8810,18399
6001,ALAMEDA,2018,65,9396,8238,17634
6001,ALAMEDA,2018,66,9041,8063,17104
6001,ALAMEDA,2018,67,8591,7229,15820
6001,ALAMEDA,2018,68,8650,7696,16346
6001,ALAMEDA,2018,69,8120,7133,15253
6001,ALAMEDA,2018,70,7918,6896,14814
6001,ALAMEDA,2018,71,7812,6671,14483
6001,ALAMEDA,2018,72,6363,5380,11743
6001,ALAMEDA,2018,73,6098,5146,11244
6001,ALAMEDA,2018,74,5451,4673,10124
6001,ALAMEDA,2018,75,5264,4352,9616
6001,ALAMEDA,2018,76,4811,3843,8654
6001,ALAMEDA,2018,77,4287,3409,7696
6001,ALAMEDA,2018,78,4241,3264,7505
6001,ALAMEDA,2018,79,3730,2966,6696
6001,ALAMEDA,2018,80,3668,2748,6416
6001,ALAMEDA,2018,81,3306,2378,5684
6001,ALAMEDA,2018,82,3128,2243,5371
6001,ALAMEDA,2018,83,2917,1995,4912
6001,ALAMEDA,2018,84,2607,1772,4379
6001,ALAMEDA,2018,85,2676,1777,4453
6001,ALAMEDA,2018,86,2457,1523,3980
6001,ALAMEDA,2018,87,2322,1378,3700
6001,ALAMEDA,2018,88,2158,1167,3325
6001,ALAMEDA,2018,89,1868,1040,2908
6001,ALAMEDA,2018,90,1682,879,2561
6001,ALAMEDA,2018,91,1488,801,2289
6001,ALAMEDA,2018,92,1366,614,1980
6001,ALAMEDA,2018,93,995,434,1429
6001,ALAMEDA,2018,94,799,329,1128
6001,ALAMEDA,2018,95,611,274,885
6001,ALAMEDA,2018,96,494,162,656
6001,ALAMEDA,2018,97,332,124,456
6001,ALAMEDA,2018,98,251,84,335
6001,ALAMEDA,2018,99,146,40,186
6001,ALAMEDA,2018,100,235,57,292
6001,ALAMEDA,2019,0,9232,10123,19355
6001,ALAMEDA,2019,1,9287,10051,19338
6001,ALAMEDA,2019,2,9304,10265,19569
6001,ALAMEDA,2019,3,9389,10078,19467
6001,ALAMEDA,2019,4,9437,10007,19444
6001,ALAMEDA,2019,5,9660,9850,19510
6001,ALAMEDA,2019,6,9482,9976,19458
6001,ALAMEDA,2019,7,9256,9765,19021
6001,ALAMEDA,2019,8,9321,9840,19161
6001,ALAMEDA,2019,9,9426,9687,19113
6001,ALAMEDA,2019,10,9305,9849,19154
6001,ALAMEDA,2019,11,9610,10210,19820
6001,ALAMEDA,2019,12,9678,10305,19983
6001,ALAMEDA,2019,13,9329,10095,19424
6001,ALAMEDA,2019,14,9360,9932,19292
6001,ALAMEDA,2019,15,9633,9709,19342
6001,ALAMEDA,2019,16,9255,9558,18813
6001,ALAMEDA,2019,17,9411,9761,19172
6001,ALAMEDA,2019,18,12582,12939,25521
6001,ALAMEDA,2019,19,12218,12639,24857
6001,ALAMEDA,2019,20,11651,12642,24293
6001,ALAMEDA,2019,21,11896,12332,24228
6001,ALAMEDA,2019,22,12183,12497,24680
6001,ALAMEDA,2019,23,12663,12816,25479
6001,ALAMEDA,2019,24,11987,12707,24694
6001,ALAMEDA,2019,25,11572,12249,23821
6001,ALAMEDA,2019,26,11504,11944,23448
6001,ALAMEDA,2019,27,12069,11950,24019
6001,ALAMEDA,2019,28,11963,11811,23774
6001,ALAMEDA,2019,29,12252,12157,24409
6001,ALAMEDA,2019,30,12517,12423,24940
6001,ALAMEDA,2019,31,12240,12185,24425
6001,ALAMEDA,2019,32,12026,11858,23884
6001,ALAMEDA,2019,33,11811,11645,23456
6001,ALAMEDA,2019,34,12987,12573,25560
6001,ALAMEDA,2019,35,13160,12731,25891
6001,ALAMEDA,2019,36,12691,12455,25146
6001,ALAMEDA,2019,37,12837,12293,25130
6001,ALAMEDA,2019,38,12289,12140,24429
6001,ALAMEDA,2019,39,12707,12589,25296
6001,ALAMEDA,2019,40,11771,11205,22976
6001,ALAMEDA,2019,41,11666,11226,22892
6001,ALAMEDA,2019,42,11557,10819,22376
6001,ALAMEDA,2019,43,11284,11016,22300
6001,ALAMEDA,2019,44,11869,11619,23488
6001,ALAMEDA,2019,45,11489,11177,22666
6001,ALAMEDA,2019,46,11442,11216,22658
6001,ALAMEDA,2019,47,11529,11226,22755
6001,ALAMEDA,2019,48,11793,11626,23419
6001,ALAMEDA,2019,49,12435,12414,24849
6001,ALAMEDA,2019,50,11474,11506,22980
6001,ALAMEDA,2019,51,10717,10680,21397
6001,ALAMEDA,2019,52,10489,10403,20892
6001,ALAMEDA,2019,53,10653,10425,21078
6001,ALAMEDA,2019,54,11353,11053,22406
6001,ALAMEDA,2019,55,11421,10865,22286
6001,ALAMEDA,2019,56,11174,10952,22126
6001,ALAMEDA,2019,57,11078,10544,21622
6001,ALAMEDA,2019,58,11031,10299,21330
6001,ALAMEDA,2019,59,11090,10853,21943
6001,ALAMEDA,2019,60,10686,10149,20835
6001,ALAMEDA,2019,61,10583,10033,20616
6001,ALAMEDA,2019,62,10292,9635,19927
6001,ALAMEDA,2019,63,9999,9190,19189
6001,ALAMEDA,2019,64,10211,9284,19495
6001,ALAMEDA,2019,65,9551,8703,18254
6001,ALAMEDA,2019,66,9312,8092,17404
6001,ALAMEDA,2019,67,8923,7981,16904
6001,ALAMEDA,2019,68,8495,7118,15613
6001,ALAMEDA,2019,69,8543,7574,16117
6001,ALAMEDA,2019,70,8057,7066,15123
6001,ALAMEDA,2019,71,7824,6767,14591
6001,ALAMEDA,2019,72,7710,6552,14262
6001,ALAMEDA,2019,73,6292,5269,11561
6001,ALAMEDA,2019,74,6013,5049,11062
6001,ALAMEDA,2019,75,5442,4594,10036
6001,ALAMEDA,2019,76,5099,4229,9328
6001,ALAMEDA,2019,77,4689,3733,8422
6001,ALAMEDA,2019,78,4174,3290,7464
6001,ALAMEDA,2019,79,4129,3179,7308
6001,ALAMEDA,2019,80,3723,2875,6598
6001,ALAMEDA,2019,81,3520,2603,6123
6001,ALAMEDA,2019,82,3174,2240,5414
6001,ALAMEDA,2019,83,3006,2117,5123
6001,ALAMEDA,2019,84,2797,1887,4684
6001,ALAMEDA,2019,85,2662,1722,4384
6001,ALAMEDA,2019,86,2518,1628,4146
6001,ALAMEDA,2019,87,2271,1404,3675
6001,ALAMEDA,2019,88,2163,1261,3424
6001,ALAMEDA,2019,89,1993,1068,3061
6001,ALAMEDA,2019,90,1748,942,2690
6001,ALAMEDA,2019,91,1417,709,2126
6001,ALAMEDA,2019,92,1268,657,1925
6001,ALAMEDA,2019,93,1166,487,1653
6001,ALAMEDA,2019,94,838,360,1198
6001,ALAMEDA,2019,95,670,267,937
6001,ALAMEDA,2019,96,446,205,651
6001,ALAMEDA,2019,97,389,122,511
6001,ALAMEDA,2019,98,266,90,356
6001,ALAMEDA,2019,99,181,59,240
6001,ALAMEDA,2019,100,253,68,321
6003,ALPINE,2017,0,4,1,5
6003,ALPINE,2017,1,2,2,4
6003,ALPINE,2017,2,3,2,5
6003,ALPINE,2017,3,3,2,5
6003,ALPINE,2017,4,2,5,7
6003,ALPINE,2017,5,0,4,4
6003,ALPINE,2017,6,2,1,3
6003,ALPINE,2017,7,1,5,6
6003,ALPINE,2017,8,3,8,11
6003,ALPINE,2017,9,11,7,18
6003,ALPINE,2017,10,8,9,17
6003,ALPINE,2017,11,4,13,17
6003,ALPINE,2017,12,9,3,12
6003,ALPINE,2017,13,9,8,17
6003,ALPINE,2017,14,10,8,18
6003,ALPINE,2017,15,8,10,18
6003,ALPINE,2017,16,7,8,15
6003,ALPINE,2017,17,10,6,16
6003,ALPINE,2017,18,11,3,14
6003,ALPINE,2017,19,8,4,12
6003,ALPINE,2017,20,3,9,12
6003,ALPINE,2017,21,13,6,19
6003,ALPINE,2017,22,9,6,15
6003,ALPINE,2017,23,3,4,7
6003,ALPINE,2017,24,11,5,16
6003,ALPINE,2017,25,4,7,11
6003,ALPINE,2017,26,3,7,10
6003,ALPINE,2017,27,4,4,8
6003,ALPINE,2017,28,1,5,6
6003,ALPINE,2017,29,5,6,11
6003,ALPINE,2017,30,3,6,9
6003,ALPINE,2017,31,2,8,10
6003,ALPINE,2017,32,5,4,9
6003,ALPINE,2017,33,9,3,12
6003,ALPINE,2017,34,4,3,7
6003,ALPINE,2017,35,5,4,9
6003,ALPINE,2017,36,5,6,11
6003,ALPINE,2017,37,5,5,10
6003,ALPINE,2017,38,5,3,8
6003,ALPINE,2017,39,4,5,9
6003,ALPINE,2017,40,6,2,8
6003,ALPINE,2017,41,7,6,13
6003,ALPINE,2017,42,2,4,6
6003,ALPINE,2017,43,4,10,14
6003,ALPINE,2017,44,6,7,13
6003,ALPINE,2017,45,1,3,4
6003,ALPINE,2017,46,7,10,17
6003,ALPINE,2017,47,4,8,12
6003,ALPINE,2017,48,6,7,13
6003,ALPINE,2017,49,6,7,13
6003,ALPINE,2017,50,13,11,24
6003,ALPINE,2017,51,10,7,17
6003,ALPINE,2017,52,8,5,13
6003,ALPINE,2017,53,10,10,20
6003,ALPINE,2017,54,11,9,20
6003,ALPINE,2017,55,6,14,20
6003,ALPINE,2017,56,11,11,22
6003,ALPINE,2017,57,10,7,17
6003,ALPINE,2017,58,10,11,21
6003,ALPINE,2017,59,12,13,25
6003,ALPINE,2017,60,15,13,28
6003,ALPINE,2017,61,8,7,15
6003,ALPINE,2017,62,6,21,27
6003,ALPINE,2017,63,12,15,27
6003,ALPINE,2017,64,12,10,22
6003,ALPINE,2017,65,9,14,23
6003,ALPINE,2017,66,11,9,20
6003,ALPINE,2017,67,8,10,18
6003,ALPINE,2017,68,11,9,20
6003,ALPINE,2017,69,12,11,23
6003,ALPINE,2017,70,17,12,29
6003,ALPINE,2017,71,3,8,11
6003,ALPINE,2017,72,8,9,17
6003,ALPINE,2017,73,7,4,11
6003,ALPINE,2017,74,5,8,13
6003,ALPINE,2017,75,4,3,7
6003,ALPINE,2017,76,5,5,10
6003,ALPINE,2017,77,4,2,6
6003,ALPINE,2017,79,2,6,8
6003,ALPINE,2017,80,6,2,8
6003,ALPINE,2017,81,7,6,13
6003,ALPINE,2017,82,4,4,8
6003,ALPINE,2017,83,0,4,4
6003,ALPINE,2017,84,3,4,7
6003,ALPINE,2017,85,2,2,4
6003,ALPINE,2017,86,1,4,5
6003,ALPINE,2017,87,0,5,5
6003,ALPINE,2017,88,2,0,2
6003,ALPINE,2017,89,2,0,2
6003,ALPINE,2017,90,1,1,2
6003,ALPINE,2017,91,1,0,1
6003,ALPINE,2017,92,1,0,1
6003,ALPINE,2017,98,0,1,1
6003,ALPINE,2018,0,4,1,5
6003,ALPINE,2018,1,4,1,5
6003,ALPINE,2018,2,2,2,4
6003,ALPINE,2018,3,3,2,5
6003,ALPINE,2018,4,3,2,5
6003,ALPINE,2018,5,2,5,7
6003,ALPINE,2018,6,0,4,4
6003,ALPINE,2018,7,2,1,3
6003,ALPINE,2018,8,1,5,6
6003,ALPINE,2018,9,3,8,11
6003,ALPINE,2018,10,11,7,18
6003,ALPINE,2018,11,8,9,17
6003,ALPINE,2018,12,4,13,17
6003,ALPINE,2018,13,9,3,12
6003,ALPINE,2018,14,9,8,17
6003,ALPINE,2018,15,10,8,18
6003,ALPINE,2018,16,8,11,19
6003,ALPINE,2018,17,7,8,15
6003,ALPINE,2018,18,9,6,15
6003,ALPINE,2018,19,11,3,14
6003,ALPINE,2018,20,8,4,12
6003,ALPINE,2018,21,4,9,13
6003,ALPINE,2018,22,12,6,18
6003,ALPINE,2018,23,9,6,15
6003,ALPINE,2018,24,4,5,9
6003,ALPINE,2018,25,10,4,14
6003,ALPINE,2018,26,5,6,11
6003,ALPINE,2018,27,2,7,9
6003,ALPINE,2018,28,4,5,9
6003,ALPINE,2018,29,1,6,7
6003,ALPINE,2018,30,5,4,9
6003,ALPINE,2018,31,3,6,9
6003,ALPINE,2018,32,2,9,11
6003,ALPINE,2018,33,5,3,8
6003,ALPINE,2018,34,9,3,12
6003,ALPINE,2018,35,4,3,7
6003,ALPINE,2018,36,5,5,10
6003,ALPINE,2018,37,5,6,11
6003,ALPINE,2018,38,5,4,9
6003,ALPINE,2018,39,5,3,8
6003,ALPINE,2018,40,4,6,10
6003,ALPINE,2018,41,6,2,8
6003,ALPINE,2018,42,7,5,12
6003,ALPINE,2018,43,2,6,8
6003,ALPINE,2018,44,4,8,12
6003,ALPINE,2018,45,6,7,13
6003,ALPINE,2018,46,1,3,4
6003,ALPINE,2018,47,7,11,18
6003,ALPINE,2018,48,4,8,12
6003,ALPINE,2018,49,6,7,13
6003,ALPINE,2018,50,6,7,13
6003,ALPINE,2018,51,13,11,24
6003,ALPINE,2018,52,10,7,17
6003,ALPINE,2018,53,8,5,13
6003,ALPINE,2018,54,10,10,20
6003,ALPINE,2018,55,11,9,20
6003,ALPINE,2018,56,7,14,21
6003,ALPINE,2018,57,10,12,22
6003,ALPINE,2018,58,10,7,17
6003,ALPINE,2018,59,10,12,22
6003,ALPINE,2018,60,12,13,25
6003,ALPINE,2018,61,15,13,28
6003,ALPINE,2018,62,8,7,15
6003,ALPINE,2018,63,7,21,28
6003,ALPINE,2018,64,12,15,27
6003,ALPINE,2018,65,12,10,22
6003,ALPINE,2018,66,9,13,22
6003,ALPINE,2018,67,11,9,20
6003,ALPINE,2018,68,8,10,18
6003,ALPINE,2018,69,11,9,20
6003,ALPINE,2018,70,12,11,23
6003,ALPINE,2018,71,17,12,29
6003,ALPINE,2018,72,2,8,10
6003,ALPINE,2018,73,8,9,17
6003,ALPINE,2018,74,7,4,11
6003,ALPINE,2018,75,5,8,13
6003,ALPINE,2018,76,4,2,6
6003,ALPINE,2018,77,5,5,10
6003,ALPINE,2018,78,4,2,6
6003,ALPINE,2018,80,2,5,7
6003,ALPINE,2018,81,6,2,8
6003,ALPINE,2018,82,5,5,10
6003,ALPINE,2018,83,4,4,8
6003,ALPINE,2018,84,0,4,4
6003,ALPINE,2018,85,3,2,5
6003,ALPINE,2018,86,1,2,3
6003,ALPINE,2018,87,1,3,4
6003,ALPINE,2018,88,0,5,5
6003,ALPINE,2018,89,2,0,2
6003,ALPINE,2018,90,2,0,2
6003,ALPINE,2018,92,1,0,1
6003,ALPINE,2018,93,1,0,1
6003,ALPINE,2018,99,0,1,1
6003,ALPINE,2019,0,2,3,5
6003,ALPINE,2019,1,4,1,5
6003,ALPINE,2019,2,4,1,5
6003,ALPINE,2019,3,2,2,4
6003,ALPINE,2019,4,3,2,5
6003,ALPINE,2019,5,3,2,5
6003,ALPINE,2019,6,2,5,7
6003,ALPINE,2019,7,0,4,4
6003,ALPINE,2019,8,2,1,3
6003,ALPINE,2019,9,1,5,6
6003,ALPINE,2019,10,3,8,11
6003,ALPINE,2019,11,11,7,18
6003,ALPINE,2019,12,8,9,17
6003,ALPINE,2019,13,4,13,17
6003,ALPINE,2019,14,9,3,12
6003,ALPINE,2019,15,9,8,17
6003,ALPINE,2019,16,10,9,19
6003,ALPINE,2019,17,8,10,18
6003,ALPINE,2019,18,7,8,15
6003,ALPINE,2019,19,9,6,15
6003,ALPINE,2019,20,11,3,14
6003,ALPINE,2019,21,9,4,13
6003,ALPINE,2019,22,3,9,12
6003,ALPINE,2019,23,12,6,18
6003,ALPINE,2019,24,10,7,17
6003,ALPINE,2019,25,3,4,7
6003,ALPINE,2019,26,11,3,14
6003,ALPINE,2019,27,4,6,10
6003,ALPINE,2019,28,2,8,10
6003,ALPINE,2019,29,4,6,10
6003,ALPINE,2019,30,1,4,5
6003,ALPINE,2019,31,5,4,9
6003,ALPINE,2019,32,3,7,10
6003,ALPINE,2019,33,2,8,10
6003,ALPINE,2019,34,5,3,8
6003,ALPINE,2019,35,9,3,12
6003,ALPINE,2019,36,4,4,8
6003,ALPINE,2019,37,5,5,10
6003,ALPINE,2019,38,5,5,10
6003,ALPINE,2019,39,4,4,8
6003,ALPINE,2019,40,6,3,9
6003,ALPINE,2019,41,3,6,9
6003,ALPINE,2019,42,6,2,8
6003,ALPINE,2019,43,7,7,14
6003,ALPINE,2019,44,2,4,6
6003,ALPINE,2019,45,4,8,12
6003,ALPINE,2019,46,6,7,13
6003,ALPINE,2019,47,1,4,5
6003,ALPINE,2019,48,7,11,18
6003,ALPINE,2019,49,5,7,12
6003,ALPINE,2019,50,6,7,13
6003,ALPINE,2019,51,6,7,13
6003,ALPINE,2019,52,13,11,24
6003,ALPINE,2019,53,10,7,17
6003,ALPINE,2019,54,8,5,13
6003,ALPINE,2019,55,10,10,20
6003,ALPINE,2019,56,11,9,20
6003,ALPINE,2019,57,9,14,23
6003,ALPINE,2019,58,10,12,22
6003,ALPINE,2019,59,10,7,17
6003,ALPINE,2019,60,10,12,22
6003,ALPINE,2019,61,12,12,24
6003,ALPINE,2019,62,16,13,29
6003,ALPINE,2019,63,8,8,16
6003,ALPINE,2019,64,7,21,28
6003,ALPINE,2019,65,12,14,26
6003,ALPINE,2019,66,11,10,21
6003,ALPINE,2019,67,9,13,22
6003,ALPINE,2019,68,11,9,20
6003,ALPINE,2019,69,7,10,17
6003,ALPINE,2019,70,10,9,19
6003,ALPINE,2019,71,12,11,23
6003,ALPINE,2019,72,17,10,27
6003,ALPINE,2019,73,2,8,10
6003,ALPINE,2019,74,7,9,16
6003,ALPINE,2019,75,7,4,11
6003,ALPINE,2019,76,5,8,13
6003,ALPINE,2019,77,4,2,6
6003,ALPINE,2019,78,5,5,10
6003,ALPINE,2019,79,4,2,6
6003,ALPINE,2019,81,2,5,7
6003,ALPINE,2019,82,6,1,7
6003,ALPINE,2019,83,4,5,9
6003,ALPINE,2019,84,4,4,8
6003,ALPINE,2019,85,0,3,3
6003,ALPINE,2019,86,3,2,5
6003,ALPINE,2019,87,1,2,3
6003,ALPINE,2019,88,1,3,4
6003,ALPINE,2019,89,0,5,5
6003,ALPINE,2019,90,2,0,2
6003,ALPINE,2019,91,2,0,2
6003,ALPINE,2019,93,1,0,1
6003,ALPINE,2019,94,1,0,1
6003,ALPINE,2019,100,0,1,1
6005,AMADOR,2017,0,131,173,304
6005,AMADOR,2017,1,139,161,300
6005,AMADOR,2017,2,156,148,304
6005,AMADOR,2017,3,147,133,280
6005,AMADOR,2017,4,99,151,250
6005,AMADOR,2017,5,136,137,273
6005,AMADOR,2017,6,113,159,272
6005,AMADOR,2017,7,155,154,309
6005,AMADOR,2017,8,148,146,294
6005,AMADOR,2017,9,147,125,272
6005,AMADOR,2017,10,168,150,318
6005,AMADOR,2017,11,137,158,295
6005,AMADOR,2017,12,183,158,341
6005,AMADOR,2017,13,168,181,349
6005,AMADOR,2017,14,169,168,337
6005,AMADOR,2017,15,143,184,327
6005,AMADOR,2017,16,186,191,377
6005,AMADOR,2017,17,190,215,405
6005,AMADOR,2017,18,195,257,452
6005,AMADOR,2017,19,195,266,461
6005,AMADOR,2017,20,194,265,459
6005,AMADOR,2017,21,204,244,448
6005,AMADOR,2017,22,181,229,410
6005,AMADOR,2017,23,206,248,454
6005,AMADOR,2017,24,254,268,522
6005,AMADOR,2017,25,169,278,447
6005,AMADOR,2017,26,156,257,413
6005,AMADOR,2017,27,147,257,404
6005,AMADOR,2017,28,146,201,347
6005,AMADOR,2017,29,104,199,303
6005,AMADOR,2017,30,118,219,337
6005,AMADOR,2017,31,141,256,397
6005,AMADOR,2017,32,119,210,329
6005,AMADOR,2017,33,152,199,351
6005,AMADOR,2017,34,122,192,314
6005,AMADOR,2017,35,156,240,396
6005,AMADOR,2017,36,156,203,359
6005,AMADOR,2017,37,150,241,391
6005,AMADOR,2017,38,130,209,339
6005,AMADOR,2017,39,135,257,392
6005,AMADOR,2017,40,149,273,422
6005,AMADOR,2017,41,138,247,385
6005,AMADOR,2017,42,134,237,371
